onion/drugs/legal	FULL	3	0.09019447769969702
onion/drugs/legal	GRAND	3	0.06541621964424849
onion/drugs/legal	OPENING	3	0.06563633773475885
onion/drugs/legal	use	3	0.06328915245831013
onion/drugs/legal	us	3	0.05802940810099244
onion/drugs/legal	at	3	0.050111809745430946
onion/drugs/illegal	high	3	0.07703454978764057
onion/drugs/illegal	alone	3	0.07556803710758686
onion/drugs/illegal	other	3	0.13768720626831055
onion/drugs/illegal	medicines	3	0.21206152439117432
onion/drugs/illegal	soon	3	0.05625046044588089
onion/drugs/illegal	chest	3	0.06551308743655682
onion/drugs/illegal	pain	3	0.06541007943451405
onion/drugs/illegal	ED	3	0.06516723707318306
onion/drugs/illegal	have	3	0.06081512896344066
onion/drugs/illegal	Gram	3	0.08436488546431065
onion/drugs/illegal	Of	3	0.08179633133113384
onion/drugs/illegal	Gorilla	3	0.08015306852757931
onion/drugs/illegal	Glue	3	0.08033083193004131
onion/drugs/illegal	Free	3	0.07956020534038544
onion/drugs/illegal	Shipping	3	0.07837830670177937
onion/drugs/illegal	at	3	0.055592565797269344
onion/drugs/legal	erectile	3	0.037335675209760666
onion/drugs/legal	when	3	0.04383085202425718
onion/drugs/legal	other	3	0.07280138693749905
onion/drugs/legal	all	3	0.05687824543565512
onion/drugs/illegal	such	3	0.043012802954763174
onion/drugs/legal	sexual	3	0.06225781887769699
onion/drugs/illegal	GBP	3	0.07137181423604488
onion/drugs/illegal	Bh	3	0.0714520625770092
onion/drugs/legal	dysfunction	3	0.03361938055604696
onion/drugs/legal	liver	3	0.0591618288308382
onion/drugs/legal	active	3	0.03226124309003353
onion/drugs/legal	synthesis	3	0.06995766051113605
onion/drugs/legal	function	3	0.0574619434773922
onion/drugs/legal	It	3	0.048884185031056404
onion/drugs/legal	genital	3	0.03151046484708786
onion/drugs/legal	area	3	0.0315212719142437
onion/drugs/legal	medicine	3	0.04165814444422722
onion/drugs/legal	Ajanta	3	0.03855024557560682
onion/drugs/legal	Cialis	3	0.03415036853402853
onion/drugs/legal	Tadalafil	3	0.03424954321235418
onion/drugs/legal	RSM	3	0.038149785716086626
onion/drugs/legal	aphrodisiac	3	0.024177960585802794
onion/drugs/legal	properties	3	0.04480190668255091
onion/drugs/legal	it	3	0.03382493508979678
onion/drugs/legal	flow	3	0.023854199331253767
onion/drugs/legal	has	3	0.023213899694383144
onion/drugs/legal	12	3	0.03180653788149357
onion/drugs/legal	Product	3	0.0230097072198987
onion/drugs/legal	Price	3	0.022982838563621044
onion/drugs/legal	Quantity	3	0.022908243350684643
onion/drugs/legal	GRAM	3	0.04122989811003208
onion/drugs/legal	will	3	0.01692675380036235
onion/drugs/illegal	sun	3	0.0172090083360672
onion/drugs/legal	Tabs	3	0.014485596213489771
onion/drugs/legal	take	3	0.014100885018706322
onion/drugs/legal	swallow	3	0.014062515459954739
onion/drugs/legal	report	3	0.014075341634452343
onion/drugs/legal	effective	3	0.013359195087105036
onion/drugs/legal	allows	3	0.01343757938593626
onion/drugs/legal	time	3	0.012557110749185085
onion/drugs/illegal	White	2	0.21257693599909544
onion/drugs/illegal	Widow	2	0.21315017621964216
onion/drugs/legal	Stanazolol	2	0.3994555324316025
onion/drugs/legal	New	2	0.36654873192310333
onion/drugs/legal	7	2	0.2649887800216675
onion/drugs/illegal	drugs	2	0.21930388547480106
onion/drugs/legal	Please	2	0.1747967037372291
onion/drugs/legal	discount	2	0.20776323229074478
onion/drugs/legal	Sustanon	2	0.3347121328115463
onion/drugs/legal	250	2	0.33138851821422577
onion/drugs/legal	Brand	2	0.243874192237854
onion/drugs/legal	&	2	0.14692988665774465
onion/drugs/illegal	New	2	0.2771603912115097
onion/drugs/illegal	products	2	0.1623765379190445
onion/drugs/legal	120	2	0.2373843491077423
onion/drugs/illegal	shop	2	0.1371310781687498
onion/drugs/illegal	Q	2	0.14555500075221062
onion/drugs/illegal	?	2	0.15046068653464317
onion/drugs/legal	Dapoxetine	2	0.11005379725247622
onion/drugs/illegal	Please	2	0.11259547900408506
onion/drugs/illegal	tell	2	0.10573072172701359
onion/drugs/illegal	our	2	0.11274605896323919
onion/drugs/illegal	You	2	0.11584201455116272
onion/drugs/illegal	post	2	0.14134572073817253
onion/drugs/legal	Somatropin	2	0.18314392864704132
onion/drugs/legal	Alpha	2	0.12965727224946022
onion/drugs/illegal	i	2	0.09963167272508144
onion/drugs/legal	We	2	0.1225239634513855
onion/drugs/legal	Bitcoin	2	0.08752755494788289
onion/drugs/legal	All	2	0.14474448561668396
onion/drugs/legal	LORAZEPAM	2	0.16792812198400497
onion/drugs/legal	80	2	0.12274729087948799
onion/drugs/legal	Xanax	2	0.13962243869900703
onion/drugs/legal	2	2	0.08617887645959854
onion/drugs/legal	make	2	0.07150982692837715
onion/drugs/legal	40	2	0.11611374095082283
onion/drugs/illegal	B	2	0.12879731506109238
onion/drugs/illegal	C	2	0.13030188530683517
onion/drugs/illegal	D	2	0.12907740473747253
onion/drugs/illegal	E	2	0.1257539503276348
onion/drugs/illegal	F	2	0.10835997015237808
onion/drugs/legal	500	2	0.12067877128720284
onion/drugs/legal	antibiotic	2	0.08081255108118057
onion/drugs/illegal	BTC	2	0.11656814441084862
onion/drugs/illegal	Magic	2	0.0689545115455985
onion/drugs/legal	increased	2	0.07698418572545052
onion/drugs/legal	!	2	0.07699559908360243
onion/drugs/legal	antidepressant	2	0.11190720275044441
onion/drugs/legal	depression	2	0.11271964386105537
onion/drugs/legal	anxiety	2	0.11489284411072731
onion/drugs/illegal	caused	2	0.06880847178399563
onion/drugs/legal	16	2	0.05473898025229573
onion/drugs/legal	e	2	0.07633714005351067
onion/drugs/legal	I	2	0.11120009422302246
onion/drugs/legal	know	2	0.07608873583376408
onion/drugs/legal	>	2	0.10502460971474648
onion/drugs/legal	Celexa	2	0.09985735267400742
onion/drugs/legal	40/20/10	2	0.09892101213335991
onion/drugs/illegal	equivalent	2	0.06422686390578747
onion/drugs/illegal	@add	2	0.08465283364057541
onion/drugs/illegal	56	2	0.08226365223526955
onion/drugs/legal	For	2	0.04489309946075082
onion/drugs/legal	WEIGHED	2	0.052150183357298374
onion/drugs/legal	GRAMS	2	0.07707010954618454
onion/drugs/legal	cookies	2	0.07699509710073471
onion/drugs/legal	services	2	0.07722010090947151
onion/drugs/legal	using	2	0.04345379350706935
onion/drugs/legal	OK	2	0.07686470448970795
onion/drugs/legal	per	2	0.062150152400135994
onion/drugs/legal	price	2	0.06271749548614025
onion/drugs/legal	allow	2	0.05021397257223725
onion/drugs/illegal	42	2	0.07106392085552216
onion/drugs/legal	Mometasone	2	0.07457516714930534
onion/drugs/legal	15	2	0.07366714626550674
onion/drugs/legal	Identical	2	0.07228342816233635
onion/drugs/legal	Betamethasone	2	0.07182001322507858
onion/drugs/legal	valerate	2	0.07140564545989037
onion/drugs/legal	ml	2	0.07206346839666367
onion/drugs/illegal	cancel	2	0.06253224425017834
onion/drugs/illegal	us	2	0.04355890117585659
onion/drugs/illegal	possible	2	0.05024166405200958
onion/drugs/illegal	angina	2	0.04654988832771778
onion/drugs/illegal	most	2	0.03661657217890024
onion/drugs/illegal	men	2	0.042196592316031456
onion/drugs/illegal	who	2	0.04091613367199898
onion/drugs/illegal	more	2	0.04522929899394512
onion/drugs/illegal	any	2	0.055675577372312546
onion/drugs/illegal	heat	2	0.05012240819633007
onion/drugs/illegal	they	2	0.049438582733273506
onion/drugs/illegal	address	2	0.058883870020508766
onion/drugs/illegal	send	2	0.058625077828764915
onion/drugs/illegal	@product	2	0.060886576771736145
onion/drugs/illegal	5x	2	0.061066387221217155
onion/drugs/illegal	eric	2	0.06089655123651028
onion/drugs/illegal	snowden	2	0.060662949457764626
onion/drugs/illegal	lsd	2	0.06048255413770676
onion/drugs/illegal	blotter-100ug	2	0.06041240319609642
onion/drugs/illegal	roduct	2	0.054219964891672134
onion/drugs/illegal	category	2	0.055296026170253754
onion/drugs/illegal	cannabis/	2	0.05668856389820576
onion/drugs/illegal	Cannabis	2	0.058090999722480774
onion/drugs/illegal	0.5	2	0.04464323632419109
onion/drugs/illegal	14	2	0.044391125440597534
onion/drugs/illegal	check	2	0.037357063964009285
onion/drugs/illegal	!	2	0.037208499386906624
onion/drugs/illegal	questions	2	0.037248033098876476
onion/drugs/illegal	problems	2	0.0425600241869688
onion/drugs/illegal	seizures	2	0.037396110594272614
onion/drugs/illegal	surgery	2	0.06387138552963734
onion/drugs/legal	impotence	2	0.052929213270545006
onion/drugs/legal	ejaculation	2	0.05280029959976673
onion/drugs/legal	ingredients	2	0.03293816093355417
onion/drugs/legal	Read	2	0.05202135816216469
onion/drugs/legal	authoritative	2	0.05190696939826012
onion/drugs/legal	sources	2	0.0519463624805212
onion/drugs/legal	opinions	2	0.0523820910602808
onion/drugs/illegal	body	2	0.038918545469641685
onion/drugs/illegal	urinary	2	0.04578213021159172
onion/drugs/illegal	tract	2	0.06108538433909416
onion/drugs/legal	fatigue	2	0.047675564885139465
onion/drugs/legal	also	2	0.03079885896295309
onion/drugs/illegal	's	2	0.030574046075344086
onion/drugs/illegal	disease	2	0.05137982591986656
onion/drugs/illegal	symptoms	2	0.056817416567355394
onion/drugs/illegal	Soft	2	0.03547956235706806
onion/drugs/illegal	time	2	0.03481883089989424
onion/drugs/legal	HIV	2	0.03911226708441973
onion/drugs/legal	AIDS	2	0.039168987423181534
onion/drugs/legal	conditions	2	0.04441031254827976
onion/drugs/legal	if	2	0.040184248238801956
onion/drugs/legal	any	2	0.04248163662850857
onion/drugs/legal	finasteride	2	0.03988993167877197
onion/drugs/illegal	skin	2	0.03759359009563923
onion/drugs/legal	A	2	0.039747562259435654
onion/drugs/legal	Tretinoin	2	0.03993001580238342
onion/drugs/legal	0.025	2	0.039834409952163696
onion/drugs/legal	tubes	2	0.040101006627082825
onion/drugs/legal	54.10	2	0.03897700272500515
onion/drugs/legal	Johnson	2	0.03995257429778576
onion/drugs/legal	which	2	0.030008398462086916
onion/drugs/legal	including	2	0.03702995926141739
onion/drugs/legal	More	2	0.043560318648815155
onion/drugs/legal	Info	2	0.044018253684043884
onion/drugs/illegal	difficulty	2	0.02451470587402582
onion/drugs/illegal	rash	2	0.024508568458259106
onion/drugs/illegal	swelling	2	0.024539523757994175
onion/drugs/legal	Celebrex	2	0.03864341974258423
onion/drugs/legal	therefore	2	0.03639501053839922
onion/drugs/legal	people	2	0.043775649741292
onion/drugs/legal	who	2	0.026908003725111485
onion/drugs/legal	Vitamin	2	0.03936228156089783
onion/drugs/legal	water	2	0.039011240005493164
onion/drugs/legal	soluble	2	0.03912357613444328
onion/drugs/legal	helps	2	0.034531581215560436
onion/drugs/illegal	khadou3e.onion.HTML	2	0.03166944533586502
onion/drugs/illegal	&	2	0.03162378165870905
onion/drugs/illegal	Accessories	2	0.031346735544502735
onion/drugs/illegal	Thu	2	0.03128003142774105
onion/drugs/illegal	25	2	0.031490190885961056
onion/drugs/illegal	Aug	2	0.031566742807626724
onion/drugs/illegal	2016	2	0.031875728629529476
onion/drugs/illegal	01:30:48	2	0.03184369578957558
onion/drugs/illegal	0000	2	0.03203249257057905
onion/drugs/illegal	hourly	2	0.03255741484463215
onion/drugs/illegal	Skunk	2	0.03257058933377266
onion/drugs/illegal	10	2	0.03215711750090122
onion/drugs/illegal	2Fnapuzdankhadou3e.onion%2Fproduct%2F14g	2	0.03333543427288532
onion/drugs/illegal	alternate	2	0.03199523128569126
onion/drugs/illegal	xml	2	0.032302938401699066
onion/drugs/illegal	Viagra(r	2	0.029351486824452877
onion/drugs/illegal	it	2	0.028157188557088375
onion/drugs/illegal	2Fnapuzdankhadou3e.onion%2Fproduct%2F0	2	0.031242583878338337
onion/drugs/illegal	5-grams	2	0.0314364954829216
onion/drugs/illegal	haze	2	0.03343573398888111
onion/drugs/legal	its	2	0.02995480317622423
onion/drugs/legal	number	2	0.02954718377441168
onion/drugs/legal	's	2	0.028920454904437065
onion/drugs/legal	available	2	0.02244297368451953
onion/drugs/legal	48	2	0.02702763956040144
onion/drugs/legal	96	2	0.027009304612874985
onion/drugs/legal	0.015	2	0.0186171168461442
onion/drugs/illegal	before	2	0.018030306790024042
onion/drugs/legal	Priligy	2	0.019897920079529285
onion/drugs/legal	Poxet	2	0.019880912266671658
onion/drugs/legal	we	2	0.017572378739714622
onion/drugs/legal	flavors	2	0.015280769672244787
onion/drugs/illegal	if	2	0.011366842314600945
onion/drugs/illegal	2	2	0.011306561063975096
onion/drugs/illegal	hours	2	0.011306931264698505
onion/drugs/legal	popular	2	0.009072315879166126
onion/drugs/legal	easy	2	0.009165183175355196
onion/drugs/legal	generally	2	0.0098070721141994
onion/drugs/legal	successful	2	0.009134496096521616
onion/drugs/legal	hours	2	0.009163754992187023
onion/drugs/legal	longer	2	0.009149079211056232
onion/drugs/legal	belongs	2	0.009085954632610083
onion/drugs/legal	PDE-5	2	0.009094920009374619
onion/drugs/legal	family	2	0.009117225650697947
onion/drugs/legal	vasodilators	2	0.009140508249402046
onion/drugs/legal	These	2	0.00917372852563858
onion/drugs/legal	drugs	2	0.009173931553959846
onion/drugs/legal	work	2	0.009184081573039293
onion/drugs/legal	dilating	2	0.009196636267006397
onion/drugs/legal	vessels	2	0.00920376367866993
onion/drugs/legal	particularly	2	0.009215067606419325
onion/drugs/legal	around	2	0.00920508150011301
onion/drugs/legal	turn	2	0.009237105492502451
onion/drugs/legal	stronger	2	0.009270263370126486
onion/drugs/legal	enable	2	0.009192661847919226
onion/drugs/legal	place	2	0.009151092730462551
onion/drugs/legal	stimulation	2	0.009217115119099617
onion/drugs/legal	required	2	0.009223876520991325
onion/drugs/legal	develop	2	0.009202727116644382
onion/drugs/legal	patients	2	0.008367502596229315
onion/drugs/legal	'	2	0.008385078515857458
onion/drugs/legal	lower	2	0.008353395853191614
onion/drugs/legal	Subscribe	1	0.25054317712783813
onion/drugs/legal	News	1	0.2511056065559387
onion/drugs/legal	WE	1	0.24909639358520508
onion/drugs/legal	NOW	1	0.24919341504573822
onion/drugs/legal	ACCEPT	1	0.2500125467777252
onion/drugs/legal	PAYEER	1	0.2516975700855255
onion/drugs/legal	199.49	1	0.21598313748836517
onion/drugs/legal	shipping	1	0.1989172101020813
onion/drugs/illegal	250	1	0.19969287514686584
onion/drugs/legal	Olymp	1	0.19972071051597595
onion/drugs/legal	Labs	1	0.20099776983261108
onion/drugs/legal	USA	1	0.1978406310081482
onion/drugs/legal	-9	1	0.20081502199172974
onion/drugs/legal	Days	1	0.20152293145656586
onion/drugs/illegal	Review	1	0.20012706518173218
onion/drugs/illegal	sellers	1	0.20064587891101837
onion/drugs/illegal	here	1	0.19988574087619781
onion/drugs/legal	wait	1	0.1666502058506012
onion/drugs/legal	code	1	0.16686075925827026
onion/drugs/legal	Tesla	1	0.16717667877674103
onion/drugs/illegal	11	1	0.16400562226772308
onion/drugs/legal	Phentermine	1	0.16686448454856873
onion/drugs/legal	37,5	1	0.16601774096488953
onion/drugs/legal	200,00	1	0.1658022701740265
onion/drugs/legal	K-25	1	0.16737370193004608
onion/drugs/legal	Other	1	0.16661736369132996
onion/drugs/legal	Known	1	0.1664009541273117
onion/drugs/legal	Names	1	0.16655577719211578
onion/drugs/legal	DIAZEPAM	1	0.14399933815002441
onion/drugs/legal	tab	1	0.14204223453998566
onion/drugs/legal	VALIUM	1	0.1428399682044983
onion/drugs/legal	10MG	1	0.14258205890655518
onion/drugs/legal	healthcare	1	0.14393603801727295
onion/drugs/legal	pharmaceutical	1	0.1431388109922409
onion/drugs/legal	India	1	0.14242872595787048
onion/drugs/legal	Turanabol	1	0.14351406693458557
onion/drugs/illegal	Update	1	0.14483404159545898
onion/drugs/illegal	1/3/2017	1	0.14814727008342743
onion/drugs/illegal	Happy	1	0.14209163188934326
onion/drugs/illegal	Year	1	0.14151637256145477
onion/drugs/illegal	Products	1	0.14449818432331085
onion/drugs/illegal	576	1	0.14071330428123474
onion/drugs/illegal	Asteroid	1	0.14228355884552002
onion/drugs/illegal	OG	1	0.14378468692302704
onion/drugs/illegal	120	1	0.14291700720787048
onion/drugs/illegal	$	1	0.13991349935531616
onion/drugs/illegal	199,95	1	0.1465895175933838
onion/drugs/illegal	569	1	0.14076679944992065
onion/drugs/legal	MODAFINIL	1	0.12624338269233704
onion/drugs/legal	200MG	1	0.12563391029834747
onion/drugs/legal	PROVIGIL-200	1	0.12497595697641373
onion/drugs/legal	SUN	1	0.12475872784852982
onion/drugs/legal	SIGNATURE	1	0.12443440407514572
onion/drugs/illegal	Welcome	1	0.12510140240192413
onion/drugs/illegal	NEW	1	0.12509451806545258
onion/drugs/illegal	steroids	1	0.1247967928647995
onion/drugs/illegal	VIP	1	0.12498971074819565
onion/drugs/illegal	customers	1	0.12500406801700592
onion/drugs/legal	CLONAZEPAM	1	0.112460657954216
onion/drugs/legal	RIVOTRIL	1	0.11122939735651016
onion/drugs/legal	ABBOTT	1	0.11071399599313736
onion/drugs/legal	INTAS	1	0.11079367995262146
onion/drugs/illegal	Where	1	0.09768575429916382
onion/drugs/illegal	cocaine	1	0.10473313182592392
onion/drugs/legal	1319	1	0.11014372110366821
onion/drugs/legal	PEPTIDES	1	0.11131072789430618
onion/drugs/legal	23	1	0.11123688519001007
onion/drugs/legal	Choose	1	0.11275748908519745
onion/drugs/legal	language	1	0.11112440377473831
onion/drugs/legal	English	1	0.11073167622089386
onion/drugs/legal	1161	1	0.11040269583463669
onion/drugs/legal	Espanol	1	0.11002017557621002
onion/drugs/legal	1162	1	0.11045486479997635
onion/drugs/legal	Deutsch	1	0.11153479665517807
onion/drugs/legal	113	1	0.09971968829631805
onion/drugs/legal	Tadarise	1	0.09963510930538177
onion/drugs/legal	114	1	0.10003619641065598
onion/drugs/legal	Tamoxifen	1	0.10032205283641815
onion/drugs/legal	115	1	0.10002312064170837
onion/drugs/legal	TB-500	1	0.10048861056566238
onion/drugs/legal	Suhagra	1	0.1013723835349083
onion/drugs/legal	Force	1	0.09913203120231628
onion/drugs/illegal	code	1	0.10028061270713806
onion/drugs/illegal	customer	1	0.09997877478599548
onion/drugs/illegal	service	1	0.0999223068356514
